,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
726,"frozenset({'offerType_Angebot', 'abtest_control', 'nrOfPictures_0'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
727,"frozenset({'offerType_Angebot', 'abtest_control', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3438,1.0,0.3438,1.0,1.0,0.0,inf
728,"frozenset({'abtest_control', 'seller_privat', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
729,"frozenset({'abtest_control', 'seller_privat', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3438,1.0,0.3438,1.0,1.0,0.0,inf
730,"frozenset({'abtest_control', 'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3438,1.0,0.3438,1.0,1.0,0.0,inf
731,"frozenset({'offerType_Angebot', 'abtest_control'})","frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
732,"frozenset({'abtest_control', 'seller_privat'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
733,"frozenset({'abtest_control', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
734,"frozenset({'abtest_control', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.3438,1.0,0.3438,1.0,1.0,0.0,inf
735,frozenset({'abtest_control'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
736,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'abtest_test'})",frozenset({'nrOfPictures_0'}),0.3796,1.0,0.3796,1.0,1.0,0.0,inf
737,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0', 'abtest_test'})",frozenset({'seller_privat'}),0.3796,1.0,0.3796,1.0,1.0,0.0,inf
738,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0', 'abtest_test'})",frozenset({'offerType_Angebot'}),0.3796,1.0,0.3796,1.0,1.0,0.0,inf
739,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_test', 'nrOfPictures_0'})",frozenset({'gearbox_manuell'}),0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
740,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'abtest_test'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3796,1.0,0.3796,1.0,1.0,0.0,inf
741,"frozenset({'seller_privat', 'gearbox_manuell', 'abtest_test'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3796,1.0,0.3796,1.0,1.0,0.0,inf
742,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'abtest_test'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3796,1.0,0.3796,1.0,1.0,0.0,inf
743,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_test'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
744,"frozenset({'offerType_Angebot', 'abtest_test', 'nrOfPictures_0'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
745,"frozenset({'seller_privat', 'abtest_test', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
746,"frozenset({'gearbox_manuell', 'abtest_test'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.3796,1.0,0.3796,1.0,1.0,0.0,inf
747,"frozenset({'offerType_Angebot', 'abtest_test'})","frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
748,"frozenset({'seller_privat', 'abtest_test'})","frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
749,"frozenset({'abtest_test', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
750,frozenset({'abtest_test'}),"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
751,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_test', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3302,1.0,0.3302,1.0,1.0,0.0,inf
752,"frozenset({'offerType_Angebot', 'abtest_test', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3302,1.0,0.3302,1.0,1.0,0.0,inf
753,"frozenset({'seller_privat', 'abtest_test', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.3302,1.0,0.3302,1.0,1.0,0.0,inf
754,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_test', 'nrOfPictures_0'})",frozenset({'kilometer_150000'}),0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
755,"frozenset({'offerType_Angebot', 'abtest_test', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3302,1.0,0.3302,1.0,1.0,0.0,inf
756,"frozenset({'seller_privat', 'abtest_test', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3302,1.0,0.3302,1.0,1.0,0.0,inf
757,"frozenset({'abtest_test', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3302,1.0,0.3302,1.0,1.0,0.0,inf
758,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_test'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
759,"frozenset({'offerType_Angebot', 'abtest_test', 'nrOfPictures_0'})","frozenset({'seller_privat', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
760,"frozenset({'seller_privat', 'abtest_test', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
761,"frozenset({'abtest_test', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.3302,1.0,0.3302,1.0,1.0,0.0,inf
762,"frozenset({'offerType_Angebot', 'abtest_test'})","frozenset({'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
763,"frozenset({'seller_privat', 'abtest_test'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
764,"frozenset({'abtest_test', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
765,frozenset({'abtest_test'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
766,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_test', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
767,"frozenset({'offerType_Angebot', 'abtest_test', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
768,"frozenset({'seller_privat', 'abtest_test', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'offerType_Angebot'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
769,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_test', 'nrOfPictures_0'})",frozenset({'fuelType_benzin'}),0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
770,"frozenset({'offerType_Angebot', 'abtest_test', 'fuelType_benzin'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3096,1.0,0.3096,1.0,1.0,0.0,inf
771,"frozenset({'seller_privat', 'abtest_test', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3096,1.0,0.3096,1.0,1.0,0.0,inf
772,"frozenset({'abtest_test', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3096,1.0,0.3096,1.0,1.0,0.0,inf
773,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_test'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
774,"frozenset({'offerType_Angebot', 'abtest_test', 'nrOfPictures_0'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
775,"frozenset({'seller_privat', 'abtest_test', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
776,"frozenset({'abtest_test', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.3096,1.0,0.3096,1.0,1.0,0.0,inf
777,"frozenset({'offerType_Angebot', 'abtest_test'})","frozenset({'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
778,"frozenset({'seller_privat', 'abtest_test'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
779,"frozenset({'abtest_test', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
780,frozenset({'abtest_test'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
781,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_test', 'nrOfPictures_0'})",frozenset({'notRepairedDamage_nein'}),0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
782,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_test', 'notRepairedDamage_nein'})",frozenset({'nrOfPictures_0'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
783,"frozenset({'offerType_Angebot', 'abtest_test', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'seller_privat'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
784,"frozenset({'seller_privat', 'abtest_test', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'offerType_Angebot'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
785,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_test'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
786,"frozenset({'offerType_Angebot', 'abtest_test', 'nrOfPictures_0'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
787,"frozenset({'offerType_Angebot', 'abtest_test', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3632,1.0,0.3632,1.0,1.0,0.0,inf
788,"frozenset({'seller_privat', 'abtest_test', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
789,"frozenset({'seller_privat', 'abtest_test', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3632,1.0,0.3632,1.0,1.0,0.0,inf
790,"frozenset({'abtest_test', 'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3632,1.0,0.3632,1.0,1.0,0.0,inf
791,"frozenset({'offerType_Angebot', 'abtest_test'})","frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
792,"frozenset({'seller_privat', 'abtest_test'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
793,"frozenset({'abtest_test', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
794,"frozenset({'abtest_test', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.3632,1.0,0.3632,1.0,1.0,0.0,inf
795,frozenset({'abtest_test'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
796,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
797,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
798,"frozenset({'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
799,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'kilometer_150000'}),0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
800,"frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
801,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
802,"frozenset({'seller_privat', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
803,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3172,1.0,0.3172,1.0,1.0,0.0,inf
804,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
805,"frozenset({'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
806,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
807,"frozenset({'seller_privat', 'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
808,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
809,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
810,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
811,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
812,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'seller_privat'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
813,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
814,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",frozenset({'kilometer_150000'}),0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
815,"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
816,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.4796,1.0,0.4796,1.0,1.0,0.0,inf
817,"frozenset({'seller_privat', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4796,1.0,0.4796,1.0,1.0,0.0,inf
818,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.4796,1.0,0.4796,1.0,1.0,0.0,inf
819,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
820,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'seller_privat', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
821,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
822,"frozenset({'offerType_Angebot', 'seller_privat', 'kilometer_150000'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
823,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
824,"frozenset({'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
825,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.4796,1.0,0.4796,1.0,1.0,0.0,inf
